gs_name,gene_symbol,layer
KEGG_TYPE_II_DIABETES_MELLITUS,CACNA1B,canonical
KEGG_TYPE_II_DIABETES_MELLITUS,CACNA1C,canonical
KEGG_TYPE_II_DIABETES_MELLITUS,CACNA1D,canonical
KEGG_TYPE_II_DIABETES_MELLITUS,CACNA1E,canonical
KEGG_TYPE_II_DIABETES_MELLITUS,CACNA1G,canonical
KEGG_TYPE_II_DIABETES_MELLITUS,GCK,canonical
KEGG_TYPE_II_DIABETES_MELLITUS,HK1,canonical
KEGG_TYPE_II_DIABETES_MELLITUS,HK2,canonical
KEGG_TYPE_II_DIABETES_MELLITUS,HK3,canonical
KEGG_TYPE_II_DIABETES_MELLITUS,IKBKB,canonical
KEGG_TYPE_II_DIABETES_MELLITUS,INS,canonical
KEGG_TYPE_II_DIABETES_MELLITUS,INSR,canonical
KEGG_TYPE_II_DIABETES_MELLITUS,IRS1,canonical
KEGG_TYPE_II_DIABETES_MELLITUS,IRS2,canonical
KEGG_TYPE_II_DIABETES_MELLITUS,IRS4,canonical
KEGG_TYPE_II_DIABETES_MELLITUS,KCNJ11,canonical
KEGG_TYPE_II_DIABETES_MELLITUS,MAFA,canonical
KEGG_TYPE_II_DIABETES_MELLITUS,MAPK1,canonical
KEGG_TYPE_II_DIABETES_MELLITUS,MAPK10,canonical
KEGG_TYPE_II_DIABETES_MELLITUS,MAPK3,canonical
KEGG_TYPE_II_DIABETES_MELLITUS,MAPK8,canonical
KEGG_TYPE_II_DIABETES_MELLITUS,MAPK9,canonical
KEGG_TYPE_II_DIABETES_MELLITUS,MTOR,canonical
KEGG_TYPE_II_DIABETES_MELLITUS,PDX1,canonical
KEGG_TYPE_II_DIABETES_MELLITUS,PIK3CA,canonical
KEGG_TYPE_II_DIABETES_MELLITUS,PIK3CB,canonical
KEGG_TYPE_II_DIABETES_MELLITUS,PIK3CD,canonical
KEGG_TYPE_II_DIABETES_MELLITUS,PIK3CG,canonical
KEGG_TYPE_II_DIABETES_MELLITUS,PIK3R1,canonical
KEGG_TYPE_II_DIABETES_MELLITUS,PIK3R2,canonical
KEGG_TYPE_II_DIABETES_MELLITUS,PIK3R3,canonical
KEGG_TYPE_II_DIABETES_MELLITUS,PIK3R5,canonical
KEGG_TYPE_II_DIABETES_MELLITUS,PKLR,canonical
KEGG_TYPE_II_DIABETES_MELLITUS,PKM,canonical
KEGG_TYPE_II_DIABETES_MELLITUS,PRKCD,canonical
KEGG_TYPE_II_DIABETES_MELLITUS,PRKCE,canonical
KEGG_TYPE_II_DIABETES_MELLITUS,PRKCZ,canonical
KEGG_TYPE_II_DIABETES_MELLITUS,SLC2A2,canonical
KEGG_TYPE_II_DIABETES_MELLITUS,SLC2A4,canonical
KEGG_TYPE_II_DIABETES_MELLITUS,SOCS1,canonical
KEGG_TYPE_II_DIABETES_MELLITUS,SOCS2,canonical
KEGG_TYPE_II_DIABETES_MELLITUS,SOCS3,canonical
KEGG_TYPE_II_DIABETES_MELLITUS,SOCS4,canonical
KEGG_TYPE_II_DIABETES_MELLITUS,TNF,canonical
REACTOME_FOXO_MEDIATED_TRANSCRIPTION,ABCA6,canonical
REACTOME_FOXO_MEDIATED_TRANSCRIPTION,AGRP,canonical
REACTOME_FOXO_MEDIATED_TRANSCRIPTION,AKT1,canonical
REACTOME_FOXO_MEDIATED_TRANSCRIPTION,AKT2,canonical
REACTOME_FOXO_MEDIATED_TRANSCRIPTION,AKT3,canonical
REACTOME_FOXO_MEDIATED_TRANSCRIPTION,ATXN3,canonical
REACTOME_FOXO_MEDIATED_TRANSCRIPTION,BBC3,canonical
REACTOME_FOXO_MEDIATED_TRANSCRIPTION,BCL2L11,canonical
REACTOME_FOXO_MEDIATED_TRANSCRIPTION,BCL6,canonical
REACTOME_FOXO_MEDIATED_TRANSCRIPTION,BTG1,canonical
REACTOME_FOXO_MEDIATED_TRANSCRIPTION,CAT,canonical
REACTOME_FOXO_MEDIATED_TRANSCRIPTION,CAV1,canonical
REACTOME_FOXO_MEDIATED_TRANSCRIPTION,CCNG2,canonical
REACTOME_FOXO_MEDIATED_TRANSCRIPTION,CDKN1A,canonical
REACTOME_FOXO_MEDIATED_TRANSCRIPTION,CDKN1B,canonical
REACTOME_FOXO_MEDIATED_TRANSCRIPTION,CITED2,canonical
REACTOME_FOXO_MEDIATED_TRANSCRIPTION,CREBBP,canonical
REACTOME_FOXO_MEDIATED_TRANSCRIPTION,DDIT3,canonical
REACTOME_FOXO_MEDIATED_TRANSCRIPTION,EP300,canonical
REACTOME_FOXO_MEDIATED_TRANSCRIPTION,FASLG,canonical
REACTOME_FOXO_MEDIATED_TRANSCRIPTION,FBXO32,canonical
REACTOME_FOXO_MEDIATED_TRANSCRIPTION,FOXG1,canonical
REACTOME_FOXO_MEDIATED_TRANSCRIPTION,FOXO1,canonical
REACTOME_FOXO_MEDIATED_TRANSCRIPTION,FOXO3,canonical
REACTOME_FOXO_MEDIATED_TRANSCRIPTION,FOXO4,canonical
REACTOME_FOXO_MEDIATED_TRANSCRIPTION,FOXO6,canonical
REACTOME_FOXO_MEDIATED_TRANSCRIPTION,G6PC1,canonical
REACTOME_FOXO_MEDIATED_TRANSCRIPTION,GADD45A,canonical
REACTOME_FOXO_MEDIATED_TRANSCRIPTION,GCK,canonical
REACTOME_FOXO_MEDIATED_TRANSCRIPTION,HDAC1,canonical
REACTOME_FOXO_MEDIATED_TRANSCRIPTION,HDAC2,canonical
REACTOME_FOXO_MEDIATED_TRANSCRIPTION,IGFBP1,canonical
REACTOME_FOXO_MEDIATED_TRANSCRIPTION,INS,canonical
REACTOME_FOXO_MEDIATED_TRANSCRIPTION,KAT2B,canonical
REACTOME_FOXO_MEDIATED_TRANSCRIPTION,KLF4,canonical
REACTOME_FOXO_MEDIATED_TRANSCRIPTION,MSTN,canonical
REACTOME_FOXO_MEDIATED_TRANSCRIPTION,NFYA,canonical
REACTOME_FOXO_MEDIATED_TRANSCRIPTION,NFYB,canonical
REACTOME_FOXO_MEDIATED_TRANSCRIPTION,NFYC,canonical
REACTOME_FOXO_MEDIATED_TRANSCRIPTION,NPY,canonical
REACTOME_FOXO_MEDIATED_TRANSCRIPTION,NR3C1,canonical
REACTOME_FOXO_MEDIATED_TRANSCRIPTION,PCBP4,canonical
REACTOME_FOXO_MEDIATED_TRANSCRIPTION,PCK1,canonical
REACTOME_FOXO_MEDIATED_TRANSCRIPTION,PINK1,canonical
REACTOME_FOXO_MEDIATED_TRANSCRIPTION,PLXNA4,canonical
REACTOME_FOXO_MEDIATED_TRANSCRIPTION,POMC,canonical
REACTOME_FOXO_MEDIATED_TRANSCRIPTION,PPARGC1A,canonical
REACTOME_FOXO_MEDIATED_TRANSCRIPTION,RBL2,canonical
REACTOME_FOXO_MEDIATED_TRANSCRIPTION,RETN,canonical
REACTOME_FOXO_MEDIATED_TRANSCRIPTION,SFN,canonical
REACTOME_FOXO_MEDIATED_TRANSCRIPTION,SIN3A,canonical
REACTOME_FOXO_MEDIATED_TRANSCRIPTION,SIRT1,canonical
REACTOME_FOXO_MEDIATED_TRANSCRIPTION,SIRT3,canonical
REACTOME_FOXO_MEDIATED_TRANSCRIPTION,SMAD2,canonical
REACTOME_FOXO_MEDIATED_TRANSCRIPTION,SMAD3,canonical
REACTOME_FOXO_MEDIATED_TRANSCRIPTION,SMAD4,canonical
REACTOME_FOXO_MEDIATED_TRANSCRIPTION,SOD2,canonical
REACTOME_FOXO_MEDIATED_TRANSCRIPTION,SREBF1,canonical
REACTOME_FOXO_MEDIATED_TRANSCRIPTION,STK11,canonical
REACTOME_FOXO_MEDIATED_TRANSCRIPTION,TRIM63,canonical
REACTOME_FOXO_MEDIATED_TRANSCRIPTION,TXN,canonical
REACTOME_FOXO_MEDIATED_TRANSCRIPTION,TXNIP,canonical
REACTOME_FOXO_MEDIATED_TRANSCRIPTION,YWHAB,canonical
REACTOME_FOXO_MEDIATED_TRANSCRIPTION,YWHAG,canonical
REACTOME_FOXO_MEDIATED_TRANSCRIPTION,YWHAQ,canonical
REACTOME_FOXO_MEDIATED_TRANSCRIPTION,YWHAZ,canonical
REACTOME_INSULIN_RECEPTOR_SIGNALLING_CASCADE,AKT2,canonical
REACTOME_INSULIN_RECEPTOR_SIGNALLING_CASCADE,FGF1,canonical
REACTOME_INSULIN_RECEPTOR_SIGNALLING_CASCADE,FGF10,canonical
REACTOME_INSULIN_RECEPTOR_SIGNALLING_CASCADE,FGF16,canonical
REACTOME_INSULIN_RECEPTOR_SIGNALLING_CASCADE,FGF17,canonical
REACTOME_INSULIN_RECEPTOR_SIGNALLING_CASCADE,FGF18,canonical
REACTOME_INSULIN_RECEPTOR_SIGNALLING_CASCADE,FGF19,canonical
REACTOME_INSULIN_RECEPTOR_SIGNALLING_CASCADE,FGF2,canonical
REACTOME_INSULIN_RECEPTOR_SIGNALLING_CASCADE,FGF20,canonical
REACTOME_INSULIN_RECEPTOR_SIGNALLING_CASCADE,FGF22,canonical
REACTOME_INSULIN_RECEPTOR_SIGNALLING_CASCADE,FGF23,canonical
REACTOME_INSULIN_RECEPTOR_SIGNALLING_CASCADE,FGF3,canonical
REACTOME_INSULIN_RECEPTOR_SIGNALLING_CASCADE,FGF4,canonical
REACTOME_INSULIN_RECEPTOR_SIGNALLING_CASCADE,FGF5,canonical
REACTOME_INSULIN_RECEPTOR_SIGNALLING_CASCADE,FGF6,canonical
REACTOME_INSULIN_RECEPTOR_SIGNALLING_CASCADE,FGF7,canonical
REACTOME_INSULIN_RECEPTOR_SIGNALLING_CASCADE,FGF8,canonical
REACTOME_INSULIN_RECEPTOR_SIGNALLING_CASCADE,FGF9,canonical
REACTOME_INSULIN_RECEPTOR_SIGNALLING_CASCADE,FGFR1,canonical
REACTOME_INSULIN_RECEPTOR_SIGNALLING_CASCADE,FGFR2,canonical
REACTOME_INSULIN_RECEPTOR_SIGNALLING_CASCADE,FGFR3,canonical
REACTOME_INSULIN_RECEPTOR_SIGNALLING_CASCADE,FGFR4,canonical
REACTOME_INSULIN_RECEPTOR_SIGNALLING_CASCADE,FLT3,canonical
REACTOME_INSULIN_RECEPTOR_SIGNALLING_CASCADE,FLT3LG,canonical
REACTOME_INSULIN_RECEPTOR_SIGNALLING_CASCADE,FRS2,canonical
REACTOME_INSULIN_RECEPTOR_SIGNALLING_CASCADE,GAB1,canonical
REACTOME_INSULIN_RECEPTOR_SIGNALLING_CASCADE,GAB2,canonical
REACTOME_INSULIN_RECEPTOR_SIGNALLING_CASCADE,GRB10,canonical
REACTOME_INSULIN_RECEPTOR_SIGNALLING_CASCADE,GRB2,canonical
REACTOME_INSULIN_RECEPTOR_SIGNALLING_CASCADE,HRAS,canonical
REACTOME_INSULIN_RECEPTOR_SIGNALLING_CASCADE,INS,canonical
REACTOME_INSULIN_RECEPTOR_SIGNALLING_CASCADE,INSR,canonical
REACTOME_INSULIN_RECEPTOR_SIGNALLING_CASCADE,IRS1,canonical
REACTOME_INSULIN_RECEPTOR_SIGNALLING_CASCADE,IRS2,canonical
REACTOME_INSULIN_RECEPTOR_SIGNALLING_CASCADE,KL,canonical
REACTOME_INSULIN_RECEPTOR_SIGNALLING_CASCADE,KLB,canonical
REACTOME_INSULIN_RECEPTOR_SIGNALLING_CASCADE,KRAS,canonical
REACTOME_INSULIN_RECEPTOR_SIGNALLING_CASCADE,MAPK1,canonical
REACTOME_INSULIN_RECEPTOR_SIGNALLING_CASCADE,MAPK3,canonical
REACTOME_INSULIN_RECEPTOR_SIGNALLING_CASCADE,NRAS,canonical
REACTOME_INSULIN_RECEPTOR_SIGNALLING_CASCADE,PDE3B,canonical
REACTOME_INSULIN_RECEPTOR_SIGNALLING_CASCADE,PDPK1,canonical
REACTOME_INSULIN_RECEPTOR_SIGNALLING_CASCADE,PIK3C3,canonical
REACTOME_INSULIN_RECEPTOR_SIGNALLING_CASCADE,PIK3CA,canonical
REACTOME_INSULIN_RECEPTOR_SIGNALLING_CASCADE,PIK3CB,canonical
REACTOME_INSULIN_RECEPTOR_SIGNALLING_CASCADE,PIK3R1,canonical
REACTOME_INSULIN_RECEPTOR_SIGNALLING_CASCADE,PIK3R2,canonical
REACTOME_INSULIN_RECEPTOR_SIGNALLING_CASCADE,PIK3R4,canonical
REACTOME_INSULIN_RECEPTOR_SIGNALLING_CASCADE,PTPN11,canonical
REACTOME_INSULIN_RECEPTOR_SIGNALLING_CASCADE,SHC1,canonical
REACTOME_INSULIN_RECEPTOR_SIGNALLING_CASCADE,SOS1,canonical
REACTOME_INSULIN_RECEPTOR_SIGNALLING_CASCADE,THEM4,canonical
REACTOME_INSULIN_RECEPTOR_SIGNALLING_CASCADE,TLR9,canonical
REACTOME_INSULIN_RECEPTOR_SIGNALLING_CASCADE,TRIB3,canonical
REACTOME_MTORC1_MEDIATED_SIGNALLING,AKT1S1,canonical
REACTOME_MTORC1_MEDIATED_SIGNALLING,EEF2K,canonical
REACTOME_MTORC1_MEDIATED_SIGNALLING,EIF4B,canonical
REACTOME_MTORC1_MEDIATED_SIGNALLING,EIF4E,canonical
REACTOME_MTORC1_MEDIATED_SIGNALLING,EIF4EBP1,canonical
REACTOME_MTORC1_MEDIATED_SIGNALLING,EIF4G1,canonical
REACTOME_MTORC1_MEDIATED_SIGNALLING,FKBP1A,canonical
REACTOME_MTORC1_MEDIATED_SIGNALLING,LAMTOR1,canonical
REACTOME_MTORC1_MEDIATED_SIGNALLING,LAMTOR2,canonical
REACTOME_MTORC1_MEDIATED_SIGNALLING,LAMTOR3,canonical
REACTOME_MTORC1_MEDIATED_SIGNALLING,LAMTOR4,canonical
REACTOME_MTORC1_MEDIATED_SIGNALLING,LAMTOR5,canonical
REACTOME_MTORC1_MEDIATED_SIGNALLING,MLST8,canonical
REACTOME_MTORC1_MEDIATED_SIGNALLING,MTOR,canonical
REACTOME_MTORC1_MEDIATED_SIGNALLING,RHEB,canonical
REACTOME_MTORC1_MEDIATED_SIGNALLING,RPS6,canonical
REACTOME_MTORC1_MEDIATED_SIGNALLING,RPS6KB1,canonical
REACTOME_MTORC1_MEDIATED_SIGNALLING,RPTOR,canonical
REACTOME_MTORC1_MEDIATED_SIGNALLING,RRAGA,canonical
REACTOME_MTORC1_MEDIATED_SIGNALLING,RRAGB,canonical
REACTOME_MTORC1_MEDIATED_SIGNALLING,RRAGC,canonical
REACTOME_MTORC1_MEDIATED_SIGNALLING,RRAGD,canonical
REACTOME_MTORC1_MEDIATED_SIGNALLING,SLC38A9,canonical
REACTOME_MTORC1_MEDIATED_SIGNALLING,YWHAB,canonical
REACTOME_MTOR_SIGNALLING,AKT1,canonical
REACTOME_MTOR_SIGNALLING,AKT1S1,canonical
REACTOME_MTOR_SIGNALLING,AKT2,canonical
REACTOME_MTOR_SIGNALLING,CAB39,canonical
REACTOME_MTOR_SIGNALLING,CAB39L,canonical
REACTOME_MTOR_SIGNALLING,EEF2K,canonical
REACTOME_MTOR_SIGNALLING,EIF4B,canonical
REACTOME_MTOR_SIGNALLING,EIF4E,canonical
REACTOME_MTOR_SIGNALLING,EIF4EBP1,canonical
REACTOME_MTOR_SIGNALLING,EIF4G1,canonical
REACTOME_MTOR_SIGNALLING,FKBP1A,canonical
REACTOME_MTOR_SIGNALLING,LAMTOR1,canonical
REACTOME_MTOR_SIGNALLING,LAMTOR2,canonical
REACTOME_MTOR_SIGNALLING,LAMTOR3,canonical
REACTOME_MTOR_SIGNALLING,LAMTOR4,canonical
REACTOME_MTOR_SIGNALLING,LAMTOR5,canonical
REACTOME_MTOR_SIGNALLING,MLST8,canonical
REACTOME_MTOR_SIGNALLING,MTOR,canonical
REACTOME_MTOR_SIGNALLING,PPM1A,canonical
REACTOME_MTOR_SIGNALLING,PRKAA1,canonical
REACTOME_MTOR_SIGNALLING,PRKAA2,canonical
REACTOME_MTOR_SIGNALLING,PRKAB1,canonical
REACTOME_MTOR_SIGNALLING,PRKAB2,canonical
REACTOME_MTOR_SIGNALLING,PRKAG1,canonical
REACTOME_MTOR_SIGNALLING,PRKAG2,canonical
REACTOME_MTOR_SIGNALLING,PRKAG3,canonical
REACTOME_MTOR_SIGNALLING,RHEB,canonical
REACTOME_MTOR_SIGNALLING,RPS6,canonical
REACTOME_MTOR_SIGNALLING,RPS6KB1,canonical
REACTOME_MTOR_SIGNALLING,RPTOR,canonical
REACTOME_MTOR_SIGNALLING,RRAGA,canonical
REACTOME_MTOR_SIGNALLING,RRAGB,canonical
REACTOME_MTOR_SIGNALLING,RRAGC,canonical
REACTOME_MTOR_SIGNALLING,RRAGD,canonical
REACTOME_MTOR_SIGNALLING,SLC38A9,canonical
REACTOME_MTOR_SIGNALLING,STK11,canonical
REACTOME_MTOR_SIGNALLING,STRADA,canonical
REACTOME_MTOR_SIGNALLING,STRADB,canonical
REACTOME_MTOR_SIGNALLING,TSC1,canonical
REACTOME_MTOR_SIGNALLING,TSC2,canonical
REACTOME_MTOR_SIGNALLING,YWHAB,canonical
GOBP_INTRACELLULAR_GLUCOSE_HOMEOSTASIS,ABCA12,expanded
GOBP_INTRACELLULAR_GLUCOSE_HOMEOSTASIS,ABCC8,expanded
GOBP_INTRACELLULAR_GLUCOSE_HOMEOSTASIS,ADCY5,expanded
GOBP_INTRACELLULAR_GLUCOSE_HOMEOSTASIS,ADCY8,expanded
GOBP_INTRACELLULAR_GLUCOSE_HOMEOSTASIS,ADRA2A,expanded
GOBP_INTRACELLULAR_GLUCOSE_HOMEOSTASIS,AGER,expanded
GOBP_INTRACELLULAR_GLUCOSE_HOMEOSTASIS,ANO1,expanded
GOBP_INTRACELLULAR_GLUCOSE_HOMEOSTASIS,BAD,expanded
GOBP_INTRACELLULAR_GLUCOSE_HOMEOSTASIS,BAIAP3,expanded
GOBP_INTRACELLULAR_GLUCOSE_HOMEOSTASIS,BRSK2,expanded
GOBP_INTRACELLULAR_GLUCOSE_HOMEOSTASIS,C1QTNF12,expanded
GOBP_INTRACELLULAR_GLUCOSE_HOMEOSTASIS,C2CD2L,expanded
GOBP_INTRACELLULAR_GLUCOSE_HOMEOSTASIS,CARTPT,expanded
GOBP_INTRACELLULAR_GLUCOSE_HOMEOSTASIS,CASR,expanded
GOBP_INTRACELLULAR_GLUCOSE_HOMEOSTASIS,CCDC186,expanded
GOBP_INTRACELLULAR_GLUCOSE_HOMEOSTASIS,CDK16,expanded
GOBP_INTRACELLULAR_GLUCOSE_HOMEOSTASIS,CFTR,expanded
GOBP_INTRACELLULAR_GLUCOSE_HOMEOSTASIS,CLTRN,expanded
GOBP_INTRACELLULAR_GLUCOSE_HOMEOSTASIS,CMA1,expanded
GOBP_INTRACELLULAR_GLUCOSE_HOMEOSTASIS,COL1A1,expanded
GOBP_INTRACELLULAR_GLUCOSE_HOMEOSTASIS,CRH,expanded
GOBP_INTRACELLULAR_GLUCOSE_HOMEOSTASIS,CYBA,expanded
GOBP_INTRACELLULAR_GLUCOSE_HOMEOSTASIS,CYP7A1,expanded
GOBP_INTRACELLULAR_GLUCOSE_HOMEOSTASIS,DYNLL1,expanded
GOBP_INTRACELLULAR_GLUCOSE_HOMEOSTASIS,EFNA5,expanded
GOBP_INTRACELLULAR_GLUCOSE_HOMEOSTASIS,ENDOG,expanded
GOBP_INTRACELLULAR_GLUCOSE_HOMEOSTASIS,ENY2,expanded
GOBP_INTRACELLULAR_GLUCOSE_HOMEOSTASIS,EPHA5,expanded
GOBP_INTRACELLULAR_GLUCOSE_HOMEOSTASIS,ERN1,expanded
GOBP_INTRACELLULAR_GLUCOSE_HOMEOSTASIS,FIS1,expanded
GOBP_INTRACELLULAR_GLUCOSE_HOMEOSTASIS,FKBP1B,expanded
GOBP_INTRACELLULAR_GLUCOSE_HOMEOSTASIS,FOXA2,expanded
GOBP_INTRACELLULAR_GLUCOSE_HOMEOSTASIS,FOXA3,expanded
GOBP_INTRACELLULAR_GLUCOSE_HOMEOSTASIS,FOXK1,expanded
GOBP_INTRACELLULAR_GLUCOSE_HOMEOSTASIS,FOXK2,expanded
GOBP_INTRACELLULAR_GLUCOSE_HOMEOSTASIS,FOXO1,expanded
GOBP_INTRACELLULAR_GLUCOSE_HOMEOSTASIS,FOXO3,expanded
GOBP_INTRACELLULAR_GLUCOSE_HOMEOSTASIS,FUT1,expanded
GOBP_INTRACELLULAR_GLUCOSE_HOMEOSTASIS,GAS6,expanded
GOBP_INTRACELLULAR_GLUCOSE_HOMEOSTASIS,GATA4,expanded
GOBP_INTRACELLULAR_GLUCOSE_HOMEOSTASIS,GCG,expanded
GOBP_INTRACELLULAR_GLUCOSE_HOMEOSTASIS,GCK,expanded
GOBP_INTRACELLULAR_GLUCOSE_HOMEOSTASIS,GCKR,expanded
GOBP_INTRACELLULAR_GLUCOSE_HOMEOSTASIS,GCLC,expanded
GOBP_INTRACELLULAR_GLUCOSE_HOMEOSTASIS,GCLM,expanded
GOBP_INTRACELLULAR_GLUCOSE_HOMEOSTASIS,GHRHR,expanded
GOBP_INTRACELLULAR_GLUCOSE_HOMEOSTASIS,GHRL,expanded
GOBP_INTRACELLULAR_GLUCOSE_HOMEOSTASIS,GJB6,expanded
GOBP_INTRACELLULAR_GLUCOSE_HOMEOSTASIS,GPER1,expanded
GOBP_INTRACELLULAR_GLUCOSE_HOMEOSTASIS,GPLD1,expanded
GOBP_INTRACELLULAR_GLUCOSE_HOMEOSTASIS,GPR27,expanded
GOBP_INTRACELLULAR_GLUCOSE_HOMEOSTASIS,GPR68,expanded
GOBP_INTRACELLULAR_GLUCOSE_HOMEOSTASIS,GPRC6A,expanded
GOBP_INTRACELLULAR_GLUCOSE_HOMEOSTASIS,GPX1,expanded
GOBP_INTRACELLULAR_GLUCOSE_HOMEOSTASIS,HIF1A,expanded
GOBP_INTRACELLULAR_GLUCOSE_HOMEOSTASIS,HK1,expanded
GOBP_INTRACELLULAR_GLUCOSE_HOMEOSTASIS,HK2,expanded
GOBP_INTRACELLULAR_GLUCOSE_HOMEOSTASIS,HK3,expanded
GOBP_INTRACELLULAR_GLUCOSE_HOMEOSTASIS,HKDC1,expanded
GOBP_INTRACELLULAR_GLUCOSE_HOMEOSTASIS,HLA-DRB1,expanded
GOBP_INTRACELLULAR_GLUCOSE_HOMEOSTASIS,ICAM1,expanded
GOBP_INTRACELLULAR_GLUCOSE_HOMEOSTASIS,IGF1,expanded
GOBP_INTRACELLULAR_GLUCOSE_HOMEOSTASIS,IGF1R,expanded
GOBP_INTRACELLULAR_GLUCOSE_HOMEOSTASIS,IRS2,expanded
GOBP_INTRACELLULAR_GLUCOSE_HOMEOSTASIS,JAGN1,expanded
GOBP_INTRACELLULAR_GLUCOSE_HOMEOSTASIS,KAT5,expanded
GOBP_INTRACELLULAR_GLUCOSE_HOMEOSTASIS,KCNB1,expanded
GOBP_INTRACELLULAR_GLUCOSE_HOMEOSTASIS,KCNK16,expanded
GOBP_INTRACELLULAR_GLUCOSE_HOMEOSTASIS,KLF15,expanded
GOBP_INTRACELLULAR_GLUCOSE_HOMEOSTASIS,KLF7,expanded
GOBP_INTRACELLULAR_GLUCOSE_HOMEOSTASIS,LIN28A,expanded
GOBP_INTRACELLULAR_GLUCOSE_HOMEOSTASIS,LRP5,expanded
GOBP_INTRACELLULAR_GLUCOSE_HOMEOSTASIS,LRRC8A,expanded
GOBP_INTRACELLULAR_GLUCOSE_HOMEOSTASIS,LRRC8D,expanded
GOBP_INTRACELLULAR_GLUCOSE_HOMEOSTASIS,MIR103A1,expanded
GOBP_INTRACELLULAR_GLUCOSE_HOMEOSTASIS,MIR146A,expanded
GOBP_INTRACELLULAR_GLUCOSE_HOMEOSTASIS,MIR15A,expanded
GOBP_INTRACELLULAR_GLUCOSE_HOMEOSTASIS,MIR16-1,expanded
GOBP_INTRACELLULAR_GLUCOSE_HOMEOSTASIS,MIR320A,expanded
GOBP_INTRACELLULAR_GLUCOSE_HOMEOSTASIS,MIR320B1,expanded
GOBP_INTRACELLULAR_GLUCOSE_HOMEOSTASIS,MIR320B2,expanded
GOBP_INTRACELLULAR_GLUCOSE_HOMEOSTASIS,MIR320C1,expanded
GOBP_INTRACELLULAR_GLUCOSE_HOMEOSTASIS,MIR320C2,expanded
GOBP_INTRACELLULAR_GLUCOSE_HOMEOSTASIS,MIR320D1,expanded
GOBP_INTRACELLULAR_GLUCOSE_HOMEOSTASIS,MIR320D2,expanded
GOBP_INTRACELLULAR_GLUCOSE_HOMEOSTASIS,MIR320E,expanded
GOBP_INTRACELLULAR_GLUCOSE_HOMEOSTASIS,MIR337,expanded
GOBP_INTRACELLULAR_GLUCOSE_HOMEOSTASIS,MIRLET7G,expanded
GOBP_INTRACELLULAR_GLUCOSE_HOMEOSTASIS,MLXIPL,expanded
GOBP_INTRACELLULAR_GLUCOSE_HOMEOSTASIS,MPC2,expanded
GOBP_INTRACELLULAR_GLUCOSE_HOMEOSTASIS,NADK,expanded
GOBP_INTRACELLULAR_GLUCOSE_HOMEOSTASIS,NCF1,expanded
GOBP_INTRACELLULAR_GLUCOSE_HOMEOSTASIS,NDUFAF2,expanded
GOBP_INTRACELLULAR_GLUCOSE_HOMEOSTASIS,NGFR,expanded
GOBP_INTRACELLULAR_GLUCOSE_HOMEOSTASIS,NKX6-1,expanded
GOBP_INTRACELLULAR_GLUCOSE_HOMEOSTASIS,NOX4,expanded
GOBP_INTRACELLULAR_GLUCOSE_HOMEOSTASIS,NPTX1,expanded
GOBP_INTRACELLULAR_GLUCOSE_HOMEOSTASIS,NR1D1,expanded
GOBP_INTRACELLULAR_GLUCOSE_HOMEOSTASIS,NR1H4,expanded
GOBP_INTRACELLULAR_GLUCOSE_HOMEOSTASIS,NUCKS1,expanded
GOBP_INTRACELLULAR_GLUCOSE_HOMEOSTASIS,OGT,expanded
GOBP_INTRACELLULAR_GLUCOSE_HOMEOSTASIS,OPRK1,expanded
GOBP_INTRACELLULAR_GLUCOSE_HOMEOSTASIS,OSBP,expanded
GOBP_INTRACELLULAR_GLUCOSE_HOMEOSTASIS,OXCT1,expanded
GOBP_INTRACELLULAR_GLUCOSE_HOMEOSTASIS,PAX2,expanded
GOBP_INTRACELLULAR_GLUCOSE_HOMEOSTASIS,PCK1,expanded
GOBP_INTRACELLULAR_GLUCOSE_HOMEOSTASIS,PCK2,expanded
GOBP_INTRACELLULAR_GLUCOSE_HOMEOSTASIS,PDE8B,expanded
GOBP_INTRACELLULAR_GLUCOSE_HOMEOSTASIS,PDX1,expanded
GOBP_INTRACELLULAR_GLUCOSE_HOMEOSTASIS,PHPT1,expanded
GOBP_INTRACELLULAR_GLUCOSE_HOMEOSTASIS,PIH1D1,expanded
GOBP_INTRACELLULAR_GLUCOSE_HOMEOSTASIS,PIK3CA,expanded
GOBP_INTRACELLULAR_GLUCOSE_HOMEOSTASIS,PIK3R1,expanded
GOBP_INTRACELLULAR_GLUCOSE_HOMEOSTASIS,PIK3R2,expanded
GOBP_INTRACELLULAR_GLUCOSE_HOMEOSTASIS,PIM3,expanded
GOBP_INTRACELLULAR_GLUCOSE_HOMEOSTASIS,PLA2G6,expanded
GOBP_INTRACELLULAR_GLUCOSE_HOMEOSTASIS,PPARD,expanded
GOBP_INTRACELLULAR_GLUCOSE_HOMEOSTASIS,PPARGC1A,expanded
GOBP_INTRACELLULAR_GLUCOSE_HOMEOSTASIS,PPP3CB,expanded
GOBP_INTRACELLULAR_GLUCOSE_HOMEOSTASIS,PRKAA1,expanded
GOBP_INTRACELLULAR_GLUCOSE_HOMEOSTASIS,PRKAA2,expanded
GOBP_INTRACELLULAR_GLUCOSE_HOMEOSTASIS,PRKACA,expanded
GOBP_INTRACELLULAR_GLUCOSE_HOMEOSTASIS,PRKCE,expanded
GOBP_INTRACELLULAR_GLUCOSE_HOMEOSTASIS,PRKN,expanded
